SalesOrderId,OrderDate,DueDate,ShipDate,CustomerId,SalesTerritoryId,ShipToName,ShipToAddressLine1,ShipToAddresLine2,ShipToCity,ShipToPostalCode,ShipToRegion,ShipToCountry
46584,2012-05-26 00:00:00,2012-06-07 00:00:00,2012-06-02 00:00:00,12252,9,Omar Liu,3199 Frayne Ct.,,Caloundra,4551,QLD,Australia
46585,2012-05-27 00:00:00,2012-06-08 00:00:00,2012-06-03 00:00:00,15050,8,Joshua Miller,Kampstr 7257,,Paderborn,33098,NW ,Germany
46586,2012-05-27 00:00:00,2012-06-08 00:00:00,2012-06-03 00:00:00,12364,1,Erin Rogers,8387 E. Lane Rd.,,Port Orchard,98366,WA ,United States
46587,2012-05-27 00:00:00,2012-06-08 00:00:00,2012-06-03 00:00:00,12448,1,Hailey Cox,8203 Courtland Drive,,Lebanon,97355,OR ,United States
46588,2012-05-27 00:00:00,2012-06-08 00:00:00,2012-06-03 00:00:00,20035,6,Cesar Fernandez,9699 Gilardy Drive,,Cliffside,V8Y 1L1,BC ,Canada
46589,2012-05-27 00:00:00,2012-06-08 00:00:00,2012-06-03 00:00:00,25946,9,Britta Simon,6441 Co Road,,Wollongong,2500,NSW,Australia
46590,2012-05-28 00:00:00,2012-06-09 00:00:00,2012-06-04 00:00:00,24501,6,Victoria Garcia,4039 Elkwood Dr.,,Haney,V2W 1W2,BC ,Canada
46591,2012-05-28 00:00:00,2012-06-09 00:00:00,2012-06-04 00:00:00,12773,1,Samantha Taylor,1700 Glazier Ct.,,Bellingham,98225,WA ,United States
46592,2012-05-28 00:00:00,2012-06-09 00:00:00,2012-06-04 00:00:00,24664,6,Ian Washington,4444 Buckingham Dr.,,Langford,V9,BC ,Canada
46593,2012-05-28 00:00:00,2012-06-09 00:00:00,2012-06-04 00:00:00,12912,1,Brianna Morris,9605 Pheasant Circle,,Lake Oswego,97034,OR ,United States
46594,2012-05-28 00:00:00,2012-06-09 00:00:00,2012-06-04 00:00:00,20818,9,Rachel Powell,1488 Cambelback Place,,Brisbane,4000,QLD,Australia
46595,2012-05-28 00:00:00,2012-06-09 00:00:00,2012-06-04 00:00:00,15691,10,Julian Henderson,6804 Alovera Road,,Watford,WA3,ENG,United Kingdom
46596,2012-05-28 00:00:00,2012-06-09 00:00:00,2012-06-04 00:00:00,12037,9,Patricia Chapman,5186 Elmhurst Lane,,Caloundra,4551,QLD,Australia
46597,2012-05-28 00:00:00,2012-06-09 00:00:00,2012-06-04 00:00:00,12039,9,Ricardo Nath,4472 Galveston Ct.,,Bendigo,3550,VIC,Australia
46598,2012-05-29 00:00:00,2012-06-10 00:00:00,2012-06-05 00:00:00,15080,8,Evelyn Chandra,Pappelallee 665,,München,80074,HE ,Germany
46599,2012-05-29 00:00:00,2012-06-10 00:00:00,2012-06-05 00:00:00,12206,4,Sierra Parker,9593 Power Ave.,,Long Beach,90802,CA ,United States
46600,2012-05-29 00:00:00,2012-06-10 00:00:00,2012-06-05 00:00:00,19027,7,Mayra Madan,9bis, rue des Peupliers,,Chatou,78400,78 ,France
46601,2012-05-29 00:00:00,2012-06-10 00:00:00,2012-06-05 00:00:00,26098,4,Daniel Lee,4575 Shannondale Drive,,West Covina,91791,CA ,United States
46602,2012-05-29 00:00:00,2012-06-10 00:00:00,2012-06-05 00:00:00,20823,9,Troy Martinez,6759 Greenbrier Street,,East Brisbane,4169,QLD,Australia
46603,2012-05-29 00:00:00,2012-06-10 00:00:00,2012-06-05 00:00:00,12240,9,Clayton Sharma,9429 Geraldine Dr,,Matraville,2036,NSW,Australia
46676,2012-05-30 00:00:00,2012-06-11 00:00:00,2012-06-06 00:00:00,18047,8,Latasha Alvarez,Auf dem Ufer 164,,Bonn,53131,HH ,Germany
46677,2012-05-30 00:00:00,2012-06-11 00:00:00,2012-06-06 00:00:00,15460,8,Bethany Nara,Am Karlshof 6200,,Poing,66041,SL ,Germany
46678,2012-05-30 00:00:00,2012-06-11 00:00:00,2012-06-06 00:00:00,19930,8,Tony Tang,Kurfürstenstr 5234,,Mühlheim,63151,HH ,Germany
46679,2012-05-30 00:00:00,2012-06-11 00:00:00,2012-06-06 00:00:00,13062,1,Eduardo Williams,1542 Orangewood Dr,,Olympia,98501,WA ,United States
46680,2012-05-30 00:00:00,2012-06-11 00:00:00,2012-06-06 00:00:00,21193,9,Philip Hernandez,324 Woodbury Place,,North Ryde,2113,NSW,Australia
46681,2012-05-30 00:00:00,2012-06-11 00:00:00,2012-06-06 00:00:00,12349,9,Lacey Yuan,9852 Shirley Dr,,Silverwater,2264,NSW,Australia
46682,2012-05-30 00:00:00,2012-06-11 00:00:00,2012-06-06 00:00:00,12355,9,Monique Ortega,5462 El Pintado Rd.,,Wollongong,2500,NSW,Australia
46683,2012-05-30 00:00:00,2012-06-11 00:00:00,2012-06-06 00:00:00,12571,9,Jennifer Green,4070 Lacorso Drive,,Coffs Harbour,2450,NSW,Australia
46684,2012-05-31 00:00:00,2012-06-12 00:00:00,2012-06-07 00:00:00,18125,8,Leah Cai,Brunnenstr 2411,,Sulzbach Taunus,66272,SL ,Germany
46685,2012-05-31 00:00:00,2012-06-12 00:00:00,2012-06-07 00:00:00,12947,4,Isaiah Sanchez,5340 Greenwood Circle,,Bellflower,90706,CA ,United States
46686,2012-05-31 00:00:00,2012-06-12 00:00:00,2012-06-07 00:00:00,20577,10,Sheila Romero,4864 A St.,,Milton Keynes,MK8 8DF,ENG,United Kingdom
46687,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,15457,8,Adriana Martinez,Brunnenstr 6675,,Neunkirchen,66578,SL ,Germany
46688,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,12929,1,Vanessa Bryant,4650 Peachwillow,,Corvallis,97330,OR ,United States
46689,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,13032,4,Kevin Baker,8614 Lagoon Court,,National City,91950,CA ,United States
46690,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,13039,4,Trisha Ma,1660 Stonyhill Circle,,Coronado,92118,CA ,United States
46691,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,13142,4,Xavier Moore,7489 Relief Valley Ct,,Novato,94947,CA ,United States
46692,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,13208,4,Cassidy Bryant,4906 Vine Hill Way,,Concord,94519,CA ,United States
46693,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,13210,4,Ethan Simmons,8310 Atchinson Stage Ct,,Redwood City,94063,CA ,United States
46694,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,13220,4,Isabella Hernandez,5516 Santa Teresa Dr.,,Newport Beach,92625,CA ,United States
46695,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,20208,6,Austin Hayes,8746 Gonzalez Ct,,Langford,V9,BC ,Canada
46696,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,21166,9,Tamara Yuan,1688 Sudan Loop,,South Melbourne,3205,VIC,Australia
46697,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,21173,9,Chad Yuan,7090 C. Mount Hood,,Wollongong,2500,NSW,Australia
46698,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,21206,9,Roberto Moreno,1371 Vancouver Way,,Perth,6006,SA ,Australia
46699,2012-06-01 00:00:00,2012-06-13 00:00:00,2012-06-08 00:00:00,25961,9,Ricardo Goel,5083 Bates Court,,Sunbury,3429,VIC,Australia
46700,2012-06-02 00:00:00,2012-06-14 00:00:00,2012-06-09 00:00:00,16942,7,Kaitlyn Bennett,4, allée des Princes,,Bobigny,93000,93 ,France
46701,2012-06-02 00:00:00,2012-06-14 00:00:00,2012-06-09 00:00:00,15114,8,Erika Munoz,Galeriestr 626,,Stuttgart,70452,SL ,Germany
46702,2012-06-02 00:00:00,2012-06-14 00:00:00,2012-06-09 00:00:00,15116,8,Mackenzie Ramirez,Knaackstr 44,Verkaufsabteilung,Kassel,34117,HE ,Germany
46703,2012-06-02 00:00:00,2012-06-14 00:00:00,2012-06-09 00:00:00,20576,10,Johnathan Kapoor,797 Seascape Circle,,London,W1X3SE,ENG,United Kingdom
46704,2012-06-02 00:00:00,2012-06-14 00:00:00,2012-06-09 00:00:00,13059,4,Keith Deng,4551 Thistle Circle,,Colma,94014,CA ,United States
46705,2012-06-02 00:00:00,2012-06-14 00:00:00,2012-06-09 00:00:00,13085,1,Daniel Harris,9605 Mcelroy Court,,Bremerton,98312,WA ,United States
46706,2012-06-02 00:00:00,2012-06-14 00:00:00,2012-06-09 00:00:00,20186,6,Connor Li,3737 Bellord Ct,,Shawnee,V9B 2C3,BC ,Canada
46707,2012-06-02 00:00:00,2012-06-14 00:00:00,2012-06-09 00:00:00,15199,4,Joe Jordan,5195 Donald Dr,,Berkeley,94704,CA ,United States
46708,2012-06-02 00:00:00,2012-06-14 00:00:00,2012-06-09 00:00:00,21200,9,Alison Kumar,5847 W. Buchanan,,Gold Coast,4217,QLD,Australia
46709,2012-06-03 00:00:00,2012-06-15 00:00:00,2012-06-10 00:00:00,19172,10,Calvin Luo,9774 Maywood Lane,,London,SW6 SBY,ENG,United Kingdom
46710,2012-06-03 00:00:00,2012-06-15 00:00:00,2012-06-10 00:00:00,11484,8,Erick Sai,Hauptstr 6057,,Neunkirchen,66578,SL ,Germany
46711,2012-06-03 00:00:00,2012-06-15 00:00:00,2012-06-10 00:00:00,13592,7,Gabriella Collins,5bis, boulevard du Montparnasse,,Chatou,78400,78 ,France
46712,2012-06-03 00:00:00,2012-06-15 00:00:00,2012-06-10 00:00:00,13779,7,Manuel Garcia,33, avenue du Président-Kennedy,,Paris,75016,75 ,France
46713,2012-06-03 00:00:00,2012-06-15 00:00:00,2012-06-10 00:00:00,24778,6,Sean Baker,6132 Providence Dr.,,Langley,V3A 4R2,BC ,Canada
46714,2012-06-03 00:00:00,2012-06-15 00:00:00,2012-06-10 00:00:00,13093,1,Michelle James,9772 Mountain View Drive,,Olympia,98501,WA ,United States
46715,2012-06-03 00:00:00,2012-06-15 00:00:00,2012-06-10 00:00:00,24976,6,Stephanie Cooper,4365 B Eagle Peak Rd.,,Shawnee,V9B 2C3,BC ,Canada
46716,2012-06-03 00:00:00,2012-06-15 00:00:00,2012-06-10 00:00:00,25046,6,Caleb Long,7023 Stallion Way,,Newton,V2M1P1,BC ,Canada
46717,2012-06-03 00:00:00,2012-06-15 00:00:00,2012-06-10 00:00:00,25048,6,Yolanda Sharma,1819 Lilac Court,,Cliffside,V8Y 1L1,BC ,Canada
46718,2012-06-03 00:00:00,2012-06-15 00:00:00,2012-06-10 00:00:00,12570,9,Casey Munoz,9324 Youngsdale Drive,,Brisbane,4000,QLD,Australia
46719,2012-06-04 00:00:00,2012-06-16 00:00:00,2012-06-11 00:00:00,11604,10,Edgar Sanchez,6543 Jacobsen Street,,Wokingham,RG41 1QW,ENG,United Kingdom
46720,2012-06-04 00:00:00,2012-06-16 00:00:00,2012-06-11 00:00:00,13667,7,Andres Deng,37, place de Fontenoy,,Les Ulis,91940,91 ,France
46721,2012-06-04 00:00:00,2012-06-16 00:00:00,2012-06-11 00:00:00,16046,10,Robyn Gomez,4313 Atherton Circle,,Wokingham,RG41 1QW,ENG,United Kingdom
46722,2012-06-04 00:00:00,2012-06-16 00:00:00,2012-06-11 00:00:00,17095,7,Logan Garcia,199, boulevard Beau Marchais,,Versailles,78000,78 ,France
46723,2012-06-04 00:00:00,2012-06-16 00:00:00,2012-06-11 00:00:00,12918,4,Brooke Murphy,182 Perry Way,,Santa Monica,90401,CA ,United States
46724,2012-06-04 00:00:00,2012-06-16 00:00:00,2012-06-11 00:00:00,28663,6,Marcus Coleman,4310 Chickpea Ct.,,Vancouver,V7L 4J4,BC ,Canada
46725,2012-06-04 00:00:00,2012-06-16 00:00:00,2012-06-11 00:00:00,21191,9,Willie Lu,8595 Mariposa Ct,,Rhodes,2138,NSW,Australia
46726,2012-06-04 00:00:00,2012-06-16 00:00:00,2012-06-11 00:00:00,20999,9,Carolyn Garcia,5587 Esperanza,,East Brisbane,4169,QLD,Australia
46727,2012-06-04 00:00:00,2012-06-16 00:00:00,2012-06-11 00:00:00,21002,9,Carolyn Rodriguez,8051 Roskelley Dr.,,North Ryde,2113,NSW,Australia
46728,2012-06-04 00:00:00,2012-06-16 00:00:00,2012-06-11 00:00:00,12354,9,Lance Ortega,9735 Sullivan Ave.,,Geelong,3220,VIC,Australia
46729,2012-06-04 00:00:00,2012-06-16 00:00:00,2012-06-11 00:00:00,26019,9,Luis Allen,790 Northstar Drive,,Warrnambool,3280,VIC,Australia
46730,2012-06-05 00:00:00,2012-06-17 00:00:00,2012-06-12 00:00:00,15100,8,Brenda Chandra,Holzstr 7555,Kreditorenbuchhaltung,Neunkirchen,66578,SL ,Germany
46731,2012-06-05 00:00:00,2012-06-17 00:00:00,2012-06-12 00:00:00,15101,8,Shawn Shan,Berliner Platz 224,,Werne,59368,NW ,Germany
46732,2012-06-05 00:00:00,2012-06-17 00:00:00,2012-06-12 00:00:00,13992,4,Gregory Xie,5055 Quiz St.,,Burlingame,94010,CA ,United States
46733,2012-06-05 00:00:00,2012-06-17 00:00:00,2012-06-12 00:00:00,24781,6,Carmen Garcia,1936 Balance Ct,,Calgary,T2P 2G8,AB ,Canada
46734,2012-06-05 00:00:00,2012-06-17 00:00:00,2012-06-12 00:00:00,13060,4,Eugene Zhu,1292 Marsh Elder,,Concord,94519,CA ,United States
46735,2012-06-05 00:00:00,2012-06-17 00:00:00,2012-06-12 00:00:00,13226,1,Jenna Mitchell,491 Heights Avenue,,Walla Walla,99362,WA ,United States
46736,2012-06-05 00:00:00,2012-06-17 00:00:00,2012-06-12 00:00:00,12341,9,Katie Kumar,1463 Lincoln Dr,,Lane Cove,1597,NSW,Australia
46737,2012-06-05 00:00:00,2012-06-17 00:00:00,2012-06-12 00:00:00,12346,9,Wesley Gao,9266 Trees Drive,,Silverwater,2264,NSW,Australia
46738,2012-06-05 00:00:00,2012-06-17 00:00:00,2012-06-12 00:00:00,12576,9,Walter Dominguez,3578 Courthouse Drive,,Melbourne,3000,VIC,Australia
46739,2012-06-06 00:00:00,2012-06-18 00:00:00,2012-06-13 00:00:00,15699,10,Jonathon Hernandez,7680 Lay Brooke Way,,Woolston,WA1 4SY,ENG,United Kingdom
46740,2012-06-06 00:00:00,2012-06-18 00:00:00,2012-06-13 00:00:00,12980,1,Max Moyer,22 Geary,,Burien,98168,WA ,United States
46741,2012-06-06 00:00:00,2012-06-18 00:00:00,2012-06-13 00:00:00,28766,6,Joe Alonso,6155 Vist Oak Dr,,Calgary,T2P 2G8,AB ,Canada
46742,2012-06-06 00:00:00,2012-06-18 00:00:00,2012-06-13 00:00:00,20206,6,Olivia Murphy,628 Marina Lakes Drive,,Langley,V3A 4R2,BC ,Canada
46743,2012-06-06 00:00:00,2012-06-18 00:00:00,2012-06-13 00:00:00,21183,9,Hector Moreno,1412 San Marino Ct.,,Brisbane,4000,QLD,Australia
46744,2012-06-06 00:00:00,2012-06-18 00:00:00,2012-06-13 00:00:00,21199,9,Ruth Raman,7959 Driving Drive,,Malabar,2036,NSW,Australia
46745,2012-06-07 00:00:00,2012-06-19 00:00:00,2012-06-14 00:00:00,13056,1,Morgan Blue,59 Sharon Place,,Woodburn,97071,OR ,United States
46746,2012-06-07 00:00:00,2012-06-19 00:00:00,2012-06-14 00:00:00,13057,4,Destiny Powell,3200 Glenmount Drive,,Berkeley,94704,CA ,United States
46747,2012-06-07 00:00:00,2012-06-19 00:00:00,2012-06-14 00:00:00,26127,1,Terry Chander,771 Northridge Drive,# 495,Bellevue,98004,WA ,United States
46748,2012-06-07 00:00:00,2012-06-19 00:00:00,2012-06-14 00:00:00,26252,4,Morgan Garcia,6604 Langley Ct.,,Lincoln Acres,91950,CA ,United States
46749,2012-06-07 00:00:00,2012-06-19 00:00:00,2012-06-14 00:00:00,12350,9,Logan Hernandez,7625 Cloudview Dr.,,Geelong,3220,VIC,Australia
46750,2012-06-08 00:00:00,2012-06-20 00:00:00,2012-06-15 00:00:00,16054,10,Hector Ortega,3601 Stinson,,Wokingham,RG41 1QW,ENG,United Kingdom
46751,2012-06-08 00:00:00,2012-06-20 00:00:00,2012-06-15 00:00:00,12934,4,Jason Foster,1472 South Creek Drive,,Lincoln Acres,91950,CA ,United States
46752,2012-06-08 00:00:00,2012-06-20 00:00:00,2012-06-15 00:00:00,19931,8,Darryl Xu,Krönerweg 6666,,Salzgitter,38231,HE ,Germany
46753,2012-06-08 00:00:00,2012-06-20 00:00:00,2012-06-15 00:00:00,21215,9,Tiffany Yang,3403 Rapallo Lane,,Wollongong,2500,NSW,Australia
46754,2012-06-08 00:00:00,2012-06-20 00:00:00,2012-06-15 00:00:00,25958,9,Alfredo Ortega,1032 Buena Vista,,North Ryde,2113,NSW,Australia
46755,2012-06-08 00:00:00,2012-06-20 00:00:00,2012-06-15 00:00:00,26023,9,Crystal Huang,3241 Dutch Slough Rd.,,Gold Coast,4217,QLD,Australia
46756,2012-06-08 00:00:00,2012-06-20 00:00:00,2012-06-15 00:00:00,13993,4,Zachary Patterson,7814 New Court,,Burlingame,94010,CA ,United States
46757,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,26174,1,Isaac Adams,3146 Rose Street,,Salem,97301,OR ,United States
46758,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,18130,8,Kaitlyn Mitchell,Wasserstr 6465,,Neunkirchen,66578,SL ,Germany
46759,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,16033,10,Erica Lin,240 Rapallo Lane,,London,SW19 3RU,ENG,United Kingdom
46760,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,13986,4,Chloe Anderson,3118 Creekside Drive,,Spring Valley,91977,CA ,United States
46761,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,19924,8,Douglas Perez,Wasserstr 25,,Ingolstadt,85049,BY ,Germany
46762,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,13063,1,Jessica Johnson,8060 Roslyn Drive,,Olympia,98501,WA ,United States
46763,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,13202,4,Natasha Romero,5812 Cincerto Circle,,Colma,94014,CA ,United States
46764,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,26238,4,Julia Foster,4704 Tustin Court,,National City,91950,CA ,United States
46765,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,15191,4,Andres Kumar,7047 Poncho St,,Chula Vista,91910,CA ,United States
46766,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,21216,9,Larry Blanco,410 Wallace Dr.,,Bendigo,3550,VIC,Australia
46767,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,12573,9,Grant Rai,820 Dobrich Circle,,Lavender Bay,2060,NSW,Australia
46768,2012-06-09 00:00:00,2012-06-21 00:00:00,2012-06-16 00:00:00,26020,9,Barry Lopez,8982 Ricardo Drive,,Geelong,3220,VIC,Australia
46769,2012-06-10 00:00:00,2012-06-22 00:00:00,2012-06-17 00:00:00,15702,10,Ruth Mehta,7950 H Pine Creek Way,#3,High Wycombe,HP10 9QY,ENG,United Kingdom
46770,2012-06-10 00:00:00,2012-06-22 00:00:00,2012-06-17 00:00:00,15357,8,Craig Navarro,Räuscherweg 24,,Hannover,30601,NW ,Germany
46771,2012-06-10 00:00:00,2012-06-22 00:00:00,2012-06-17 00:00:00,13068,4,Alexandria Morris,7320 Blocking Circle,,Bellflower,90706,CA ,United States
46772,2012-06-10 00:00:00,2012-06-22 00:00:00,2012-06-17 00:00:00,13161,1,Jose Moore,8568 Wellington Ct.,,Corvallis,97330,OR ,United States
46773,2012-06-10 00:00:00,2012-06-22 00:00:00,2012-06-17 00:00:00,13173,1,Dalton Brooks,5686 N Sweetbriar Court,,Corvallis,97330,OR ,United States
46774,2012-06-10 00:00:00,2012-06-22 00:00:00,2012-06-17 00:00:00,13225,4,Jésus Suarez,7289 Ulfinian Way,,Berkeley,94704,CA ,United States
46775,2012-06-10 00:00:00,2012-06-22 00:00:00,2012-06-17 00:00:00,26249,1,Thomas Ross,1992 Hidden Oak Ct,,Spokane,99202,WA ,United States
46776,2012-06-10 00:00:00,2012-06-22 00:00:00,2012-06-17 00:00:00,12356,9,Julia Wood,1073 Bonnie Lane,,Port Macquarie,2444,NSW,Australia
46777,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,11568,10,Alexia Foster,7246 Gloria Terr.,,Cheltenham,GL50,ENG,United Kingdom
46778,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,11610,10,Blake Collins,4519 Lydia Lane,,Stoke-on-Trent,AS23,ENG,United Kingdom
46779,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,15929,10,Karla Raji,2328 California Street,,Maidenhead,SL67RJ,ENG,United Kingdom
46780,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,12942,4,Morgan Harris,7384 Ironwood Drive.,,Downey,90241,CA ,United States
46781,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,12949,1,Morgan Rivera,1127 Wellington Avenue,,Salem,97301,OR ,United States
46782,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,12975,4,Marcus Wilson,6891 Ham Drive,,Coronado,92118,CA ,United States
46783,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,19069,7,Thomas Hall,811, rue Basse-du-Rocher,,Bobigny,93000,93 ,France
46784,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,13178,1,Megan Gray,7048 Laurel,,Woodburn,97071,OR ,United States
46785,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,13190,4,Jonathan Diaz,1054 Vine Circle,,Burbank,91502,CA ,United States
46786,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,26201,4,Dalton Watson,6790 Falcon Dr.,,Santa Monica,90401,CA ,United States
46787,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,15195,4,Edwin Huang,2815 La Vuelta,,Concord,94519,CA ,United States
46788,2012-06-11 00:00:00,2012-06-23 00:00:00,2012-06-18 00:00:00,12342,9,Morgan Young,2807 10th Avenue,,Sydney,1002,NSW,Australia
46789,2012-06-12 00:00:00,2012-06-24 00:00:00,2012-06-19 00:00:00,28506,7,Ruth Schmidt,14, allée des Princes,,Les Ulis,91940,91 ,France
46790,2012-06-12 00:00:00,2012-06-24 00:00:00,2012-06-19 00:00:00,12930,1,Grace Harris,1898 Pine Tree Drive,,Everett,98201,WA ,United States
46791,2012-06-12 00:00:00,2012-06-24 00:00:00,2012-06-19 00:00:00,13016,1,Antonio Bryant,7482 Melody,,Walla Walla,99362,WA ,United States
46792,2012-06-12 00:00:00,2012-06-24 00:00:00,2012-06-19 00:00:00,13083,1,Jordyn Butler,3838 Sanford St,,Walla Walla,99362,WA ,United States
46793,2012-06-12 00:00:00,2012-06-24 00:00:00,2012-06-19 00:00:00,13214,1,Elijah Adams,6385 Mark Twain,,Seattle,98104,WA ,United States
46794,2012-06-12 00:00:00,2012-06-24 00:00:00,2012-06-19 00:00:00,24977,6,Sophia Green,1506 St. George Court,,Victoria,V8V,BC ,Canada
46795,2012-06-12 00:00:00,2012-06-24 00:00:00,2012-06-19 00:00:00,26234,4,Antonio Perry,3250 Golden Meadow Dr.,,Berkeley,94704,CA ,United States
46796,2012-06-12 00:00:00,2012-06-24 00:00:00,2012-06-19 00:00:00,26247,4,Sophia Turner,1646 Seal Way,,Chula Vista,91910,CA ,United States
46797,2012-06-12 00:00:00,2012-06-24 00:00:00,2012-06-19 00:00:00,21197,9,Sheena Pal,4399 Price Lane,,Hawthorne,4171,QLD,Australia
46798,2012-06-12 00:00:00,2012-06-24 00:00:00,2012-06-19 00:00:00,21201,9,Anna Rogers,1841 Cape Cod Way,,Goulburn,2580,NSW,Australia
46799,2012-06-13 00:00:00,2012-06-25 00:00:00,2012-06-20 00:00:00,13662,7,Miguel Roberts,80, avenue des Champs-Elysées,,Villeneuve-d'Ascq,59491,59 ,France
46800,2012-06-13 00:00:00,2012-06-25 00:00:00,2012-06-20 00:00:00,13019,4,Destiny Murphy,2012 Reisling Court,,San Carlos,94070,CA ,United States
46801,2012-06-13 00:00:00,2012-06-25 00:00:00,2012-06-20 00:00:00,25094,6,Charles Thomas,9941 Graham Ave.,,Vancouver,V7L 4J4,BC ,Canada
46802,2012-06-13 00:00:00,2012-06-25 00:00:00,2012-06-20 00:00:00,15188,1,Isaac Watson,2951 Cape Cod Way,,Marysville,98270,WA ,United States
46803,2012-06-14 00:00:00,2012-06-26 00:00:00,2012-06-21 00:00:00,13595,7,Cole Stewart,20, rue des Rosiers,,Bobigny,93000,93 ,France
46804,2012-06-14 00:00:00,2012-06-26 00:00:00,2012-06-21 00:00:00,19052,7,Kristi Kapoor,955, rue Basse-du-Rocher,,Dunkerque,59140,59 ,France
46805,2012-06-14 00:00:00,2012-06-26 00:00:00,2012-06-21 00:00:00,13055,1,Patrick Gray,648 Ridgewood Dr.,,Lebanon,97355,OR ,United States
46806,2012-06-14 00:00:00,2012-06-26 00:00:00,2012-06-21 00:00:00,21195,9,Rafael Xu,1754 Polk Street,,Seaford,3198,VIC,Australia
46807,2012-06-14 00:00:00,2012-06-26 00:00:00,2012-06-21 00:00:00,12339,9,Clayton Jai,9543 West I St.,,Findon,5023,SA ,Australia
46808,2012-06-14 00:00:00,2012-06-26 00:00:00,2012-06-21 00:00:00,12347,9,Summer Madan,8172 N. Ranchford,,Warrnambool,3280,VIC,Australia
46809,2012-06-15 00:00:00,2012-06-27 00:00:00,2012-06-22 00:00:00,13766,7,Joe Gill,14, rue Lauriston,,Paris,75005,75 ,France
46810,2012-06-15 00:00:00,2012-06-27 00:00:00,2012-06-22 00:00:00,15622,8,Yvonne Schleger,Charlottenstr 3918,,Essen,45001,HH ,Germany
46811,2012-06-15 00:00:00,2012-06-27 00:00:00,2012-06-22 00:00:00,12941,1,Maria Morgan,2187 S. Rising Ave,,Lynnwood,98036,WA ,United States
46812,2012-06-15 00:00:00,2012-06-27 00:00:00,2012-06-22 00:00:00,13069,1,Adam Green,9808 Virginia Circle,,Bellingham,98225,WA ,United States
46813,2012-06-15 00:00:00,2012-06-27 00:00:00,2012-06-22 00:00:00,13152,4,Gabrielle Butler,6787 Pheasant Circle,,Oakland,94611,CA ,United States
46814,2012-06-15 00:00:00,2012-06-27 00:00:00,2012-06-22 00:00:00,13165,4,Wyatt Walker,1884 Scramble Road,,Lakewood,90712,CA ,United States
46815,2012-06-15 00:00:00,2012-06-27 00:00:00,2012-06-22 00:00:00,25093,6,Madison Griffin,6531 William Reed Dr.,,Newton,V2L3W8,BC ,Canada
46816,2012-06-15 00:00:00,2012-06-27 00:00:00,2012-06-22 00:00:00,13230,1,Chloe Bryant,4630 Concord Blvd.,,Olympia,98501,WA ,United States
46817,2012-06-15 00:00:00,2012-06-27 00:00:00,2012-06-22 00:00:00,26121,4,Madeline Nelson,8499 San Marino Ct.,,Novato,94947,CA ,United States
46818,2012-06-15 00:00:00,2012-06-27 00:00:00,2012-06-22 00:00:00,21211,9,Louis He,486 Lorraine Ave,,Goulburn,2580,NSW,Australia
