CustomerKey,OriginalCustomerId,Title,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EducationLevel,Occupation,IsHomeOwner,CarsOwned,AddressLine1,AddressLine2,City,StateProvinceCode,PostalCode,CountryName,SalesTerritoryId,Phone,DateFirstPurchase,CommuteDistance
13615,13615,,Jacquelyn,I,Rowe,1980-09-23,S,,F,jacquelyn22@adventure-works.com,60000,0,0,Bachelors,Professional,0,4,565 Park Highlands,,Sydney,NSW,1002,Australia,9,1 (11) 500 555-0197,2013-01-29,2-5 Miles
13616,13616,,Cole,E,Ramirez,1981-09-24,M,,M,cole9@adventure-works.com,70000,0,0,Bachelors,Professional,1,2,9318 Larch Ct.,,Sunbury,VIC,3429,Australia,9,1 (11) 500 555-0166,2012-07-14,10+ Miles
13617,13617,,Gerald,,Suri,1981-09-14,M,,M,gerald29@adventure-works.com,70000,0,0,Bachelors,Professional,1,3,3143 N. Main,,Cranbourne,VIC,3977,Australia,9,1 (11) 500 555-0119,2013-04-18,10+ Miles
13618,13618,,Jay,M,Raman,1982-05-14,S,,M,jay19@adventure-works.com,70000,0,0,Bachelors,Professional,0,3,5508 Trembath Court,,Geelong,VIC,3220,Australia,9,1 (11) 500 555-0181,2012-07-11,10+ Miles
13619,13619,,Arturo,,Xu,1981-11-08,M,,M,arturo13@adventure-works.com,70000,0,0,Bachelors,Professional,1,3,6111 Guadalajara,,Rhodes,NSW,2138,Australia,9,1 (11) 500 555-0173,2012-07-20,10+ Miles
13620,13620,,Damien,M,Ye,1981-07-31,S,,M,damien7@adventure-works.com,70000,0,0,Bachelors,Professional,0,3,9167 Jam Way,,Coffs Harbour,NSW,2450,Australia,9,1 (11) 500 555-0178,2012-07-06,10+ Miles
13621,13621,,Melody,,Ruiz,1979-08-01,M,,F,melody2@adventure-works.com,60000,0,0,Bachelors,Professional,1,4,7786 Olive St,,Sunbury,VIC,3429,Australia,9,1 (11) 500 555-0113,2013-07-23,10+ Miles
13622,13622,,Alan,,Wang,1979-11-04,M,,M,alan29@adventure-works.com,70000,0,0,Partial High School,Professional,1,4,9686 Willbrook Court,,Newcastle,NSW,2300,Australia,9,1 (11) 500 555-0173,2012-07-02,10+ Miles
13623,13623,,Mitchell,,Carson,1978-09-12,M,,M,mitchell13@adventure-works.com,80000,0,0,Bachelors,Professional,1,3,9715 San Francisco,,Melbourne,VIC,3000,Australia,9,1 (11) 500 555-0163,2013-06-27,10+ Miles
13624,13624,,Nicole,C,Long,1979-09-06,S,,F,nicole58@adventure-works.com,80000,0,0,Bachelors,Professional,1,3,1355 Sequoia Drive,,Sunbury,VIC,3429,Australia,9,1 (11) 500 555-0139,2013-02-22,10+ Miles
13625,13625,,Jason,J,Campbell,1984-10-29,M,,M,jason36@adventure-works.com,90000,0,0,Bachelors,Professional,1,3,9371 Jacqueline Way,,Port Macquarie,NSW,2444,Australia,9,1 (11) 500 555-0124,2012-07-21,10+ Miles
13626,13626,,Johnathan,D,Madan,1984-09-16,M,,M,johnathan9@adventure-works.com,90000,0,0,Bachelors,Professional,0,3,6660 Acardia Pl.,,Brisbane,QLD,4000,Australia,9,1 (11) 500 555-0110,2012-07-13,10+ Miles
13627,13627,,Natasha,K,Rubio,1978-01-04,M,,F,natasha21@adventure-works.com,80000,0,0,Bachelors,Professional,1,3,7889 Mitchelleanjen Ln.,,Darlinghurst,NSW,2010,Australia,9,1 (11) 500 555-0115,2013-03-17,10+ Miles
13628,13628,,Kaitlin,,Schmidt,1979-06-20,M,,F,kaitlin10@adventure-works.com,110000,0,5,Partial College,Management,1,3,7886 Burwood Way,,Cranbourne,VIC,3977,Australia,9,1 (11) 500 555-0168,2013-04-01,10+ Miles
13629,13629,,Karla,W,Yuan,1978-01-18,M,,F,karla7@adventure-works.com,90000,0,0,Bachelors,Professional,1,3,9595 Zion Avenue,,Rockhampton,QLD,4700,Australia,9,1 (11) 500 555-0123,2012-07-21,10+ Miles
13630,13630,,Brenda,,Arun,1977-09-13,S,,F,brenda10@adventure-works.com,90000,0,0,Bachelors,Professional,0,3,1048 Las Quebradas Lane,,Wollongong,NSW,2500,Australia,9,1 (11) 500 555-0185,2012-07-01,10+ Miles
13631,13631,,Joe,,Subram,1978-05-03,M,,M,joe16@adventure-works.com,90000,0,0,Bachelors,Professional,1,3,8620 Moss Hollow Court,,Matraville,NSW,2036,Australia,9,1 (11) 500 555-0136,2012-07-01,10+ Miles
13632,13632,,Cheryl,C,Munoz,1977-08-06,S,,F,cheryl9@adventure-works.com,90000,0,0,Bachelors,Professional,0,3,9348 Notre Dame Ave,,Cloverdale,SA,6105,Australia,9,1 (11) 500 555-0121,2012-07-22,10+ Miles
13633,13633,,Juan,,Ramos,1977-09-09,S,,M,juan5@adventure-works.com,90000,0,0,Bachelors,Professional,1,3,5751 Concord Place,,North Ryde,NSW,2113,Australia,9,1 (11) 500 555-0180,2012-07-25,10+ Miles
13634,13634,,Alexis,L,Russell,1977-08-16,M,,F,alexis43@adventure-works.com,100000,0,5,High School,Management,1,3,7260 Turner Dr.,,Brisbane,QLD,4000,Australia,9,1 (11) 500 555-0110,2013-09-03,10+ Miles
13635,13635,,Kurt,D,Deng,1976-08-22,M,,M,kurt1@adventure-works.com,80000,0,0,Bachelors,Professional,1,4,8065 Sand Point Road,,Matraville,NSW,2036,Australia,9,1 (11) 500 555-0139,2013-02-01,10+ Miles
13636,13636,,Jarrod,,Rodriguez,1976-07-01,M,,M,jarrod18@adventure-works.com,90000,0,0,Bachelors,Professional,0,3,1289 Quiz St.,,Sunbury,VIC,3429,Australia,9,1 (11) 500 555-0125,2012-07-14,10+ Miles
13637,13637,,Victoria,S,Cooper,1978-03-08,M,,F,victoria35@adventure-works.com,110000,0,5,Partial College,Management,1,3,7462 Linden Land,,Wollongong,NSW,2500,Australia,9,1 (11) 500 555-0192,2012-07-25,10+ Miles
13638,13638,,Diana,,Alvarez,1978-01-09,S,,F,diana3@adventure-works.com,110000,0,5,High School,Management,1,4,7539 Hazelwood Lane,,Sydney,NSW,1002,Australia,9,1 (11) 500 555-0197,2012-07-14,10+ Miles
13639,13639,,Colin,,Liang,1977-02-03,M,,M,colin18@adventure-works.com,100000,0,5,High School,Management,1,3,4571 Guadalupe,,Geelong,VIC,3220,Australia,9,1 (11) 500 555-0134,2013-02-14,10+ Miles
13640,13640,,Rachael,G,Patel,1976-10-14,M,,F,rachael3@adventure-works.com,100000,0,5,High School,Management,0,4,9815 Marlboro Court,,East Brisbane,QLD,4169,Australia,9,1 (11) 500 555-0167,2013-03-15,10+ Miles
13641,13641,,Adrian,K,Watson,1975-11-15,S,,M,adrian2@adventure-works.com,90000,0,0,Bachelors,Professional,0,4,3205 Sierra Drive,,Hervey Bay,QLD,4655,Australia,9,1 (11) 500 555-0143,2013-03-17,10+ Miles
13642,13642,,Cassie,,Nara,1976-04-08,M,,F,cassie15@adventure-works.com,100000,0,5,High School,Management,0,4,6264 Center Ave,,Darlinghurst,NSW,2010,Australia,9,1 (11) 500 555-0180,2013-05-09,10+ Miles
13643,13643,,Ronald,B,Sai,1976-04-04,S,,M,ronald7@adventure-works.com,100000,0,5,Partial High School,Professional,1,4,6738 Wallace Dr.,,Lane Cove,NSW,1597,Australia,9,1 (11) 500 555-0174,2012-07-07,10+ Miles
13644,13644,,Kristi,M,Dominguez,1975-09-30,M,,F,kristi8@adventure-works.com,100000,0,5,Partial High School,Professional,1,4,4655 Dance Court,,Bendigo,VIC,3550,Australia,9,1 (11) 500 555-0154,2012-07-16,10+ Miles
13645,13645,,Eugene,L,He,1976-03-15,S,,M,eugene23@adventure-works.com,100000,0,5,Partial High School,Professional,1,4,4195 May Way,,Hawthorne,QLD,4171,Australia,9,1 (11) 500 555-0123,2012-07-19,10+ Miles
13646,13646,,Terry,R,Yuan,1981-10-05,M,,M,terry10@adventure-works.com,110000,0,5,High School,Management,1,4,8358 Lightwood Drive,,Warrnambool,VIC,3280,Australia,9,1 (11) 500 555-0117,2012-07-22,10+ Miles
13647,13647,,Armando,M,Alonso,1975-12-11,S,,M,armando8@adventure-works.com,120000,0,5,Partial High School,Professional,1,4,9806 North Star Dr.,,East Brisbane,QLD,4169,Australia,9,1 (11) 500 555-0174,2012-07-01,10+ Miles
13648,13648,,Arturo,,Sharma,1981-10-05,S,,M,arturo34@adventure-works.com,120000,0,5,Partial High School,Professional,1,4,2921 Glen Wood Drive,,Rockhampton,QLD,4700,Australia,9,1 (11) 500 555-0149,2012-07-29,10+ Miles
13649,13649,,Rebekah,,Suarez,1976-11-04,M,,F,rebekah39@adventure-works.com,110000,0,5,Partial High School,Professional,1,4,Pascalstr 646,,Townsville,QLD,4810,Australia,9,1 (11) 500 555-0138,2012-07-20,10+ Miles
13650,13650,,Jessie,A,She,1976-07-07,M,,M,jessie29@adventure-works.com,110000,0,5,Partial High School,Management,1,4,5866 Military E,,North Sydney,NSW,2055,Australia,9,1 (11) 500 555-0154,2012-07-11,10+ Miles
13651,13651,,Jerry,C,Sharma,1977-03-05,M,,M,jerry10@adventure-works.com,120000,0,5,Partial High School,Management,1,4,9177 Concord Royale,,Perth,SA,6006,Australia,9,1 (11) 500 555-0138,2012-07-06,10+ Miles
13652,13652,,Tamara,A,Zeng,1947-02-22,M,,F,tamara11@adventure-works.com,90000,5,0,Bachelors,Management,1,2,5243 Miguel Drive,,Beaverton,OR,97005,United States,1,818-555-0163,2013-05-08,5-10 Miles
13653,13653,,Tony,,Chander,1946-09-22,M,,M,tony18@adventure-works.com,90000,5,0,Bachelors,Management,1,2,6007 Concord Pl.,,Burien,WA,98168,United States,1,253-555-0173,2012-05-13,1-2 Miles
13654,13654,,Shawn,R,Andersen,1946-08-05,M,,M,shawn15@adventure-works.com,100000,2,3,Graduate Degree,Management,1,3,233 Waterview Terr.,,Bellingham,WA,98225,United States,1,116-555-0136,2013-07-08,1-2 Miles
13655,13655,,Christopher,L,Walker,1951-12-31,M,,M,christopher23@adventure-works.com,100000,2,3,Graduate Degree,Management,1,3,7646 H Stagecoach Rd,,Bellingham,WA,98225,United States,1,102-555-0150,2013-11-06,5-10 Miles
13656,13656,,Faith,,Howard,1952-04-21,M,,F,faith30@adventure-works.com,110000,2,4,Graduate Degree,Management,1,2,8071 Daylight Place,,Bellflower,CA,90706,United States,4,116-555-0173,2013-07-14,5-10 Miles
13657,13657,,Kaylee,M,Collins,1946-09-12,S,,F,kaylee22@adventure-works.com,110000,2,4,Graduate Degree,Management,1,2,4755 Easley Drive,,Lebanon,OR,97355,United States,1,169-555-0199,2012-04-30,5-10 Miles
13658,13658,,Wyatt,J,Bennett,1946-09-10,M,,M,wyatt53@adventure-works.com,130000,2,3,Bachelors,Management,1,4,9928 Stinson,,Redmond,WA,98052,United States,1,198-555-0197,2012-05-13,0-1 Miles
13659,13659,,Clayton,,Shan,1947-04-17,M,,M,clayton28@adventure-works.com,130000,2,3,Bachelors,Management,1,4,6709 Prestwick Ave,,Ballard,WA,98107,United States,1,396-555-0111,2013-06-05,5-10 Miles
13660,13660,,Ethan,,Davis,1947-09-06,M,,M,ethan37@adventure-works.com,70000,5,0,Bachelors,Management,1,2,4054 Breck Court,,Metchosin,BC,V9,Canada,6,225-555-0119,2013-05-20,10+ Miles
13661,13661,,Andre,M,Sara,1981-05-06,M,,M,andre10@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,0,3186 Concord Ct.,,Warrington,ENG,WA1,United Kingdom,10,1 (11) 500 555-0195,2011-02-05,1-2 Miles
13662,13662,,Miguel,C,Roberts,1985-11-20,S,,M,miguel39@adventure-works.com,20000,0,0,Partial High School,Manual,1,2,80, avenue des Champs-Elysées,,Villeneuve-d'Ascq,59,59491,France,7,1 (11) 500 555-0193,2012-01-12,1-2 Miles
13663,13663,,Melvin,R,Tang,1984-08-02,S,,M,melvin4@adventure-works.com,10000,0,0,Partial High School,Manual,0,2,Rehstr 6446,,Stuttgart,SL,70511,Germany,8,1 (11) 500 555-0195,2013-02-02,1-2 Miles
13664,13664,,Larry,T,Diaz,1978-08-10,S,,M,larry4@adventure-works.com,10000,0,0,Partial High School,Manual,0,2,8036 Weaver Lane,,Oxon,ENG,OX16 8RS,United Kingdom,10,1 (11) 500 555-0145,2013-07-27,0-1 Miles
13665,13665,,Kristi,,Randall,1984-02-15,M,,F,kristi28@adventure-works.com,10000,0,0,Partial High School,Manual,0,2,7320 Bloching Circle,,Woolston,ENG,WA1 4SY,United Kingdom,10,1 (11) 500 555-0118,2013-08-02,0-1 Miles
13666,13666,,Teresa,,Ruiz,1979-01-14,S,,F,teresa3@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,Nollendorfplatz 58888,,Grevenbroich,BY,41485,Germany,8,1 (11) 500 555-0166,2011-04-14,1-2 Miles
13667,13667,,Andres,,Deng,1978-11-08,S,,M,andres0@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,37, place de Fontenoy,,Les Ulis,91,91940,France,7,1 (11) 500 555-0152,2012-01-03,1-2 Miles
13668,13668,,Stanley,Z,Martinez,1974-10-03,M,,M,stanley19@adventure-works.com,60000,5,5,Bachelors,Professional,1,2,1288 Vista Del Rio,,Coffs Harbour,NSW,2450,Australia,9,1 (11) 500 555-0191,2013-02-06,5-10 Miles
13669,13669,,Kristy,,Gill,1968-08-30,M,,F,kristy12@adventure-works.com,60000,3,2,Bachelors,Professional,1,2,3675 Q St.,,Gold Coast,QLD,4217,Australia,9,1 (11) 500 555-0129,2013-04-20,0-1 Miles
13670,13670,,Brittney,K,Zeng,1969-03-26,S,,F,brittney21@adventure-works.com,60000,3,2,Bachelors,Professional,0,2,9389 Fern Leaf Lane,,Port Macquarie,NSW,2444,Australia,9,1 (11) 500 555-0144,2013-02-22,0-1 Miles
13671,13671,,Frank,,Ramos,1979-08-07,S,,M,frank25@adventure-works.com,30000,0,0,Partial College,Clerical,0,1,Carlsplatz 43,,Poing,SL,66041,Germany,8,1 (11) 500 555-0146,2014-01-28,1-2 Miles
13672,13672,,Benjamin,C,Davis,1985-12-05,S,,M,benjamin39@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,11, quai de l´ Iton,,Lille,59,59000,France,7,1 (11) 500 555-0110,2013-06-27,0-1 Miles
13673,13673,,Sandra,,He,1986-05-13,S,,F,sandra26@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,9, avenue Reille,,Verrieres Le Buisson,91,91370,France,7,1 (11) 500 555-0142,2013-11-17,0-1 Miles
13674,13674,,Drew,L,Shen,1985-07-12,S,,M,drew2@adventure-works.com,20000,0,0,Partial High School,Manual,1,2,401, rue de Cambrai,,Paris,75,75012,France,7,1 (11) 500 555-0169,2013-05-05,1-2 Miles
13675,13675,,Stanley,,Sai,1985-10-07,S,,M,stanley6@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,3704 Panoramic Drive,,London,ENG,W1X3SE,United Kingdom,10,1 (11) 500 555-0118,2013-06-16,0-1 Miles
13676,13676,,George,L,Kapoor,1986-01-14,M,,M,george7@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,4613 Benedict Court,,W. York,ENG,BD1 4SJ,United Kingdom,10,1 (11) 500 555-0189,2013-03-27,0-1 Miles
13677,13677,,Brian,T,Albrecht,1983-09-25,S,,F,brian35@adventure-works.com,30000,0,0,High School,Manual,0,1,Heiderweg 4624,,Saarbrücken,SL,66001,Germany,8,1 (11) 500 555-0119,2014-01-04,1-2 Miles
13678,13678,,Warren,A,Goel,1979-12-23,M,,M,warren9@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,0,9236 Woodland Drive,Unit B,High Wycombe,ENG,HP10 9QY,United Kingdom,10,1 (11) 500 555-0186,2011-02-23,0-1 Miles
13679,13679,,Sandra,,Li,1979-08-03,M,,F,sandra9@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,0,1102 Geary Ct,,Lancaster,ENG,LA1 1LN,United Kingdom,10,1 (11) 500 555-0163,2011-02-23,0-1 Miles
13680,13680,,Jan,K,Watson,1980-05-16,M,,F,jan4@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,0,37 Amaranth Way,,Warrington,ENG,WA1,United Kingdom,10,1 (11) 500 555-0155,2011-02-17,1-2 Miles
13681,13681,,Adam,A,Hall,1979-05-18,S,,M,adam51@adventure-works.com,30000,0,0,High School,Manual,1,1,91, rue de la Cavalerie,,Paris,75,75007,France,7,1 (11) 500 555-0110,2013-10-01,2-5 Miles
13682,13682,,Fernando,M,Lopez,1978-10-23,S,,M,fernando27@adventure-works.com,30000,0,0,High School,Manual,0,1,Königstr 27,,Paderborn,NW,33098,Germany,8,1 (11) 500 555-0110,2013-06-13,1-2 Miles
13683,13683,,Sheila,C,Torres,1979-06-02,S,,F,sheila12@adventure-works.com,30000,0,0,High School,Manual,0,1,Postfach 55 99 99,,Kiel,SL,24044,Germany,8,1 (11) 500 555-0169,2013-10-13,2-5 Miles
13684,13684,,Francis,,Dominguez,1983-05-11,S,,M,francis10@adventure-works.com,10000,0,0,Partial High School,Manual,0,2,Am Karlshof 8,,Kassel,HE,34117,Germany,8,1 (11) 500 555-0126,2013-11-29,1-2 Miles
13685,13685,,Briana,,Torres,1984-02-13,M,,F,briana11@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,0,Königstr 873,,Berlin,HE,12171,Germany,8,1 (11) 500 555-0188,2011-04-29,0-1 Miles
13686,13686,,Peter,,Jai,1979-04-13,M,,M,peter17@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,Hunzinger Allee 153,,Dresden,HE,01071,Germany,8,1 (11) 500 555-0113,2011-04-08,0-1 Miles
13687,13687,,Mario,,Xie,1979-02-15,M,,M,mario2@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,1339 W. Hookston Road,,Bury,ENG,PE17,United Kingdom,10,1 (11) 500 555-0174,2011-02-09,0-1 Miles
13688,13688,,Ruben,S,Sanchez,1978-12-17,S,,M,ruben21@adventure-works.com,50000,0,0,Graduate Degree,Skilled Manual,0,0,5828 Clark Creek Lane,,Oxon,ENG,OX16 8RS,United Kingdom,10,1 (11) 500 555-0160,2013-06-29,1-2 Miles
13689,13689,,Teresa,,Ramos,1978-10-19,S,,F,teresa18@adventure-works.com,50000,0,0,Graduate Degree,Skilled Manual,0,0,3883 Kirkwood Dr,,York,ENG,Y024 1GF,United Kingdom,10,1 (11) 500 555-0113,2011-02-21,0-1 Miles
13690,13690,,Claudia,,Gao,1977-08-16,S,,F,claudia13@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,4179 Green St.,,W. York,ENG,BD1 4SJ,United Kingdom,10,1 (11) 500 555-0179,2011-02-23,1-2 Miles
13691,13691,,Ariana,J,Bailey,1983-10-19,S,,F,ariana14@adventure-works.com,40000,2,2,Partial College,Clerical,1,0,1936 Balance Ct,,Billericay,ENG,CM11,United Kingdom,10,1 (11) 500 555-0138,2011-02-25,1-2 Miles
13692,13692,,Curtis,E,Li,1983-10-18,M,,M,curtis3@adventure-works.com,40000,2,2,Partial College,Clerical,0,0,9879 Hedaro Court,,Cambridge,ENG,CB4 4BZ,United Kingdom,10,1 (11) 500 555-0136,2013-10-23,0-1 Miles
13693,13693,,Dominic,L,Gonzalez,1976-08-05,S,,M,dominic19@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,3817 Green Hill Rd.,,London,ENG,E17 6JF,United Kingdom,10,1 (11) 500 555-0110,2011-02-18,1-2 Miles
13694,13694,,Savannah,E,Gray,1982-12-10,S,,F,savannah4@adventure-works.com,30000,0,0,High School,Manual,1,1,9617 Pheasant Ct,,Gateshead,ENG,GA10,United Kingdom,10,1 (11) 500 555-0190,2013-04-05,2-5 Miles
13695,13695,,Christian,H,Clark,1976-10-20,S,,M,christian38@adventure-works.com,30000,0,0,High School,Manual,0,1,762, place du Tertre,,Roubaix,59,59100,France,7,1 (11) 500 555-0150,2013-06-18,2-5 Miles
13696,13696,,Katherine,,Edwards,1977-05-14,S,,F,katherine50@adventure-works.com,40000,2,2,Partial College,Clerical,1,1,Zollstr 62,,Neunkirchen,SL,66578,Germany,8,1 (11) 500 555-0172,2013-02-21,1-2 Miles
13697,13697,,Jésus,K,Munoz,1976-12-21,S,,M,jésus6@adventure-works.com,40000,2,2,Partial College,Clerical,1,1,Am Gallberg 222,,Offenbach,SL,63009,Germany,8,1 (11) 500 555-0197,2011-04-24,0-1 Miles
13698,13698,,Catherine,,Sanchez,1976-03-31,S,,F,catherine21@adventure-works.com,40000,2,2,Partial College,Clerical,1,2,Viktoria-Luise-Platz 45,,Kassel,HE,34117,Germany,8,1 (11) 500 555-0180,2013-02-20,1-2 Miles
13699,13699,,Rachel,,Alexander,1980-07-21,S,,F,rachel67@adventure-works.com,40000,3,3,Partial College,Clerical,1,0,7429 La Cadena,,Milwaukie,OR,97222,United States,1,114-555-0156,2013-10-15,0-1 Miles
13700,13700,,Evan,S,Howard,1980-08-30,S,,M,evan12@adventure-works.com,40000,3,3,Partial College,Clerical,1,1,1506 Newton Way,,Daly City,CA,94015,United States,4,852-555-0157,2012-05-24,1-2 Miles
13701,13701,,Haley,,Scott,1980-05-22,S,,F,haley51@adventure-works.com,40000,3,3,Partial College,Clerical,1,1,2905 Limeridge Drive,,Newton,BC,V2M1N7,Canada,6,384-555-0163,2013-04-30,0-1 Miles
13702,13702,,Jessie,D,Suarez,1979-12-14,S,,F,jessie38@adventure-works.com,40000,3,3,Partial College,Clerical,1,2,431 Riverside Drive,,Chula Vista,CA,91910,United States,4,226-555-0116,2012-05-17,1-2 Miles
13703,13703,,Mackenzie,J,Sanders,1979-12-02,S,,F,mackenzie2@adventure-works.com,30000,0,0,Graduate Degree,Skilled Manual,1,0,6606 Thistle Circle,,Kirkland,WA,98033,United States,1,257-555-0122,2013-05-06,0-1 Miles
13704,13704,,Victoria,J,Davis,1980-03-09,S,,F,victoria6@adventure-works.com,30000,0,0,Graduate Degree,Skilled Manual,1,0,9512 Sun View Court,,Walla Walla,WA,99362,United States,1,355-555-0177,2012-05-13,1-2 Miles
13705,13705,,Blake,,Mitchell,1980-02-09,S,,M,blake38@adventure-works.com,30000,0,0,Graduate Degree,Skilled Manual,1,0,6441 Kathleen Drive,,Portland,OR,97205,United States,1,126-555-0148,2012-05-15,1-2 Miles
13706,13706,,Kaitlyn,S,Peterson,1980-12-13,S,,F,kaitlyn61@adventure-works.com,40000,3,3,Partial College,Clerical,1,2,7537 Kaski Lane,,Cliffside,BC,V8Y 1L1,Canada,6,942-555-0153,2013-11-28,1-2 Miles
13707,13707,,Austin,,Smith,1981-05-18,M,,M,austin39@adventure-works.com,40000,4,4,Partial College,Clerical,0,1,5287 Geary Road,,Royal Oak,BC,V8X,Canada,6,802-555-0119,2013-08-29,0-1 Miles
13708,13708,,Jennifer,G,Bennett,1971-10-01,S,,F,jennifer76@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,0,0,7769 Holton Court,,Cliffside,BC,V8Y 1L1,Canada,6,101-555-0128,2013-02-25,0-1 Miles
13709,13709,,Zachary,L,Robinson,1983-02-07,S,,M,zachary49@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,0,0,8964 Mills Dr.,,Langford,BC,V9,Canada,6,489-555-0170,2013-11-11,1-2 Miles
13710,13710,,Destiny,M,Harris,1972-01-11,S,,F,destiny13@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,1,0,3142 Broadway St.,,Oak Bay,BC,V8P,Canada,6,923-555-0137,2013-10-30,1-2 Miles
13711,13711,,Thomas,J,Mitchell,1972-01-29,S,,M,thomas48@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,0,0,378 Canyon Road,,Royal Oak,BC,V8X,Canada,6,948-555-0140,2013-11-16,1-2 Miles
13712,13712,,Nancy,E,Martinez,1971-12-30,S,,F,nancy21@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,1,0,5477 Limewood Place,,Beaverton,OR,97005,United States,1,162-555-0168,2012-05-04,1-2 Miles
13713,13713,,Alexander,M,Walker,1971-08-06,S,,M,alexander10@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,0,0,8587 Glenside Ct.,,Sedro Woolley,WA,98284,United States,1,640-555-0117,2012-05-27,1-2 Miles
13714,13714,,Amanda,,Ward,1959-01-15,M,,F,amanda12@adventure-works.com,20000,2,0,High School,Manual,0,2,8251 N. 447th St.,,Milwaukie,OR,97222,United States,1,736-555-0119,2012-05-11,1-2 Miles
13715,13715,,Eduardo,,Sanchez,1964-06-21,M,,M,eduardo84@adventure-works.com,30000,1,0,Bachelors,Skilled Manual,1,1,952 Norman Ave.,,Chula Vista,CA,91910,United States,4,482-555-0136,2012-06-23,1-2 Miles
13716,13716,,Brandon,,Jai,1958-12-11,M,,M,brandon28@adventure-works.com,30000,1,0,Bachelors,Skilled Manual,1,1,1736 Canyon Rd,,Downey,CA,90241,United States,4,444-555-0138,2012-06-12,1-2 Miles
13717,13717,,Audrey,H,Gill,1959-01-10,M,,F,audrey15@adventure-works.com,30000,1,0,Bachelors,Skilled Manual,1,1,5989 Concord Ave,,Beaverton,OR,97005,United States,1,208-555-0186,2013-05-17,1-2 Miles
13718,13718,,Marcus,,Barnes,1959-02-21,M,,M,marcus52@adventure-works.com,30000,1,0,Bachelors,Skilled Manual,1,1,7861 Silverado Dr.,,Redmond,WA,98052,United States,1,890-555-0111,2012-05-31,1-2 Miles
13719,13719,,Isaac,,Carter,1960-05-26,M,,M,isaac32@adventure-works.com,20000,2,0,Partial High School,Manual,0,2,4864 A St.,,Langford,BC,V9,Canada,6,804-555-0164,2013-05-26,1-2 Miles
13720,13720,,Cameron,R,Johnson,1960-03-18,M,,M,cameron43@adventure-works.com,20000,3,0,Partial High School,Manual,0,2,2733 Del Mar Ave.,,Sooke,BC,V0,Canada,6,393-555-0165,2013-09-13,1-2 Miles
13721,13721,,Lucas,A,Howard,1965-04-08,S,,M,lucas83@adventure-works.com,20000,3,0,Partial High School,Clerical,1,2,4750 Bay View Dr.,,Olympia,WA,98501,United States,1,102-555-0126,2012-06-18,1-2 Miles
13722,13722,,Luke,,Campbell,1960-06-22,M,,M,luke38@adventure-works.com,30000,1,0,High School,Manual,1,1,6594 Jefferson St.,,Puyallup,WA,98371,United States,1,908-555-0194,2012-06-21,1-2 Miles
13723,13723,,Leonard,D,Raje,1965-08-02,M,,M,leonard15@adventure-works.com,30000,1,0,High School,Clerical,1,1,3675 Palms Dr,,Burbank,CA,91502,United States,4,346-555-0178,2013-11-01,5-10 Miles
13724,13724,,Charles,J,Thompson,1959-08-11,M,,M,charles19@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,5455 Via Romero,,Mill Valley,CA,94941,United States,4,647-555-0123,2012-06-10,0-1 Miles
13725,13725,,Nathan,,Henderson,1965-10-04,M,,M,nathan1@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,4721 Cashew Lane,,San Gabriel,CA,91776,United States,4,460-555-0156,2012-06-18,0-1 Miles
13726,13726,,Austin,C,Lewis,1960-01-01,M,,M,austin36@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,5840 Falcon Dr.,,Torrance,CA,90505,United States,4,764-555-0170,2012-06-14,0-1 Miles
13727,13727,,Paula,A,Rubio,1971-10-02,M,,F,paula22@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,1011 Yolanda Circle,,Berkeley,CA,94704,United States,4,200-555-0116,2013-12-10,1-2 Miles
13728,13728,,Taylor,,Stewart,1961-02-22,M,,F,taylor1@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,8678 Sierra Drive,,Bellflower,CA,90706,United States,4,158-555-0169,2012-06-25,0-1 Miles
